0 -65 0.0318313
0.0068081 -64.7843 0.0316876
0.0136162 -64.5695 0.0315468
0.0299453 -64.058 0.0312196
0.0462743 -63.551 0.0309062
0.0626034 -63.0488 0.0306072
0.0974423 -61.9925 0.0300172
0.132281 -60.9554 0.0294956
0.16712 -59.9349 0.0290488
0.201959 -58.9283 0.0286876
0.260641 -57.2549 0.0283167
0.319323 -55.5924 0.0283386
0.378006 -53.9138 0.0289043
0.436688 -52.181 0.0302353
0.472605 -51.0719 0.0315623
0.508521 -49.9064 0.0333992
0.544438 -48.6635 0.0358814
0.580355 -47.3168 0.0391901
0.616272 -45.8326 0.043567
0.652189 -44.1671 0.0493449
0.688105 -42.2617 0.0569856
0.708993 -41.0146 0.062531
0.72988 -39.6414 0.0690847
0.750768 -38.119 0.076845
0.771655 -36.4197 0.0860509
0.792543 -34.5102 0.0969888
0.81343 -32.3513 0.109987
0.834318 -29.8963 0.125413
0.855205 -27.0906 0.143649
0.876092 -23.8719 0.165029
0.89698 -20.1727 0.189723
0.917867 -15.9255 0.217521
0.933168 -12.4327 0.239359
0.948469 -8.60235 0.261642
0.963769 -4.43547 0.283182
0.972404 -1.94171 0.294393
0.981039 0.644279 0.304461
0.989674 3.31073 0.312973
0.998309 6.04231 0.319491
1.00694 8.81996 0.323577
1.02062 13.2545 0.324115
1.03429 17.6413 0.316356
1.04796 21.8643 0.299849
1.06163 25.806 0.275167
1.0753 29.3633 0.243933
1.08898 32.4615 0.20856
1.10265 35.0622 0.171791
1.11632 37.1644 0.136193
1.12999 38.7988 0.103749
1.14366 40.0179 0.0756649
1.15734 40.8858 0.0523819
1.17101 41.468 0.0337444
1.18468 41.8248 0.019222
1.19835 42.0078 0.00811483
1.21202 42.0586 -0.000297342
1.2257 42.0093 -0.00666527
1.23937 41.8838 -0.0115297
1.25304 41.6996 -0.0153136
1.26671 41.4691 -0.0183331
1.29262 40.9357 -0.0227499
1.31853 40.3041 -0.0261823
1.34444 39.5913 -0.0289901
1.37035 38.8083 -0.0313846
1.39626 37.9648 -0.0335683
1.42217 37.0675 -0.035634
1.44808 36.1196 -0.0375601
1.47399 35.1239 -0.0393088
1.4999 34.0844 -0.0408935
1.52581 33.0053 -0.0423503
1.55172 31.8904 -0.0436934
1.57763 30.7426 -0.0449107
1.6262 28.5134 -0.0468622
1.67477 26.199 -0.0483643
1.72335 23.819 -0.0494825
1.77192 21.3908 -0.0502886
1.82049 18.9302 -0.0508432
1.90264 14.73 -0.0512496
1.98478 10.5198 -0.0508954
2.04119 7.65007 -0.0505402
2.0976 4.80864 -0.0501461
2.15401 1.99789 -0.0495823
2.21041 -0.776759 -0.0488733
2.26682 -3.51056 -0.0480773
